order_id,material_id,item_id,source,destination,available_time,deadline,danger_type,area,weight,order_size
ORD015879,PROD002,ITEM015879,Ranchi_Distribution,Vadodara_Center,2025-10-28 21:20:58,2025-11-03 13:20:58,Normal,0.53,1.33,large
ORD015880,PROD002,ITEM015880,Chennai_Distribution,Ahmedabad_DC,2025-10-09 21:20:58,2025-10-16 11:20:58,Fragile,0.89,2.81,large
ORD015881,PROD014,ITEM015881,Surat_Hub,Vadodara_Center,2025-11-09 21:20:58,2025-11-12 10:20:58,Normal,0.41,1.03,large
ORD015882,PROD008,ITEM015882,Ahmedabad_DC,Nagpur_Distribution,2025-11-05 21:20:58,2025-11-08 20:20:58,Perishable,1.25,5.84,medium
ORD015883,PROD008,ITEM015883,Amritsar_DC,Kanpur_WH,2025-10-25 21:20:58,2025-10-29 02:20:58,Normal,0.35,1.15,large
ORD015884,PROD011,ITEM015884,Jaipur_Hub,Chennai_Distribution,2025-10-07 21:20:58,2025-10-11 21:20:58,Normal,0.33,0.75,medium
ORD015885,PROD010,ITEM015885,Chennai_Distribution,Mumbai_Warehouse,2025-09-20 21:20:58,2025-09-22 09:20:58,Fragile,4.73,18.88,small
ORD015886,PROD009,ITEM015886,Nagpur_Distribution,Chennai_Distribution,2025-10-27 21:20:58,2025-10-30 18:20:58,Hazardous,7.44,25.85,small
ORD015887,PROD005,ITEM015887,Pune_Facility,Chennai_Distribution,2025-10-13 21:20:58,2025-10-20 08:20:58,Perishable,0.23,0.84,small
ORD015888,PROD015,ITEM015888,Bhopal_DC,Delhi_DC,2025-09-28 21:20:58,2025-09-30 07:20:58,Perishable,0.13,0.8,small
ORD015889,PROD010,ITEM015889,Nagpur_Distribution,Pune_Facility,2025-11-03 21:20:58,2025-11-09 14:20:58,Perishable,1.14,7.49,large
ORD015890,PROD005,ITEM015890,Hyderabad_WH,Ranchi_Distribution,2025-11-07 21:20:58,2025-11-13 17:20:58,Perishable,0.27,0.76,large
ORD015891,PROD006,ITEM015891,Surat_Hub,Nagpur_Distribution,2025-10-24 21:20:58,2025-10-30 12:20:58,Hazardous,0.4,1.27,small
ORD015892,PROD013,ITEM015892,Bhopal_DC,Bangalore_Hub,2025-10-20 21:20:58,2025-10-21 22:20:58,Fragile,1.62,3.83,medium
ORD015893,PROD002,ITEM015893,Nagpur_Distribution,Chennai_Distribution,2025-10-03 21:20:58,2025-10-08 17:20:58,Perishable,1.54,4.53,large
ORD015894,PROD006,ITEM015894,Kolkata_Center,Patna_WH,2025-09-21 21:20:58,2025-09-24 13:20:58,Hazardous,0.17,1.68,small
ORD015895,PROD015,ITEM015895,Ranchi_Distribution,Jaipur_Hub,2025-10-25 21:20:58,2025-10-28 10:20:58,Perishable,0.08,0.22,large
ORD015896,PROD011,ITEM015896,Indore_Facility,Patna_WH,2025-11-09 21:20:58,2025-11-15 08:20:58,Normal,0.08,0.5,medium
ORD015897,PROD008,ITEM015897,Amritsar_DC,Chandigarh_Facility,2025-11-17 21:20:58,2025-11-19 19:20:58,Normal,0.87,4.51,medium
ORD015898,PROD008,ITEM015898,Bhopal_DC,Kolkata_Center,2025-09-27 21:20:58,2025-09-30 21:20:58,Normal,0.32,1.56,large
ORD015899,PROD015,ITEM015899,Ahmedabad_DC,Lucknow_Center,2025-11-15 21:20:58,2025-11-17 14:20:58,Perishable,0.24,0.56,small
ORD015900,PROD005,ITEM015900,Chandigarh_Facility,Nagpur_Distribution,2025-10-27 21:20:58,2025-11-01 19:20:58,Perishable,0.1,0.87,large
ORD015901,PROD015,ITEM015901,Nagpur_Distribution,Chandigarh_Facility,2025-10-15 21:20:58,2025-10-19 11:20:58,Normal,0.33,0.8,small
ORD015902,PROD011,ITEM015902,Ranchi_Distribution,Kanpur_WH,2025-09-24 21:20:58,2025-09-26 21:20:58,Normal,0.11,0.3,large
ORD015903,PROD002,ITEM015903,Jaipur_Hub,Pune_Facility,2025-10-31 21:20:58,2025-11-05 11:20:58,Hazardous,2.21,6.61,medium
ORD015904,PROD008,ITEM015904,Delhi_DC,Chennai_Distribution,2025-11-13 21:20:58,2025-11-16 09:20:58,Fragile,1.16,2.87,large
ORD015905,PROD011,ITEM015905,Ranchi_Distribution,Chandigarh_Facility,2025-10-27 21:20:58,2025-11-02 20:20:58,Perishable,0.06,0.38,small
ORD015906,PROD007,ITEM015906,Bhopal_DC,Pune_Facility,2025-10-19 21:20:58,2025-10-21 05:20:58,Fragile,1.55,5.56,medium
ORD015907,PROD004,ITEM015907,Jaipur_Hub,Vadodara_Center,2025-10-17 21:20:58,2025-10-23 20:20:58,Perishable,0.12,0.36,small
ORD015908,PROD011,ITEM015908,Bhopal_DC,Chandigarh_Facility,2025-11-16 21:20:58,2025-11-22 09:20:58,Normal,0.36,1.44,large
ORD015909,PROD001,ITEM015909,Chandigarh_Facility,Ranchi_Distribution,2025-10-14 21:20:58,2025-10-21 16:20:58,Fragile,0.09,0.63,medium
ORD015910,PROD001,ITEM015910,Surat_Hub,Jaipur_Hub,2025-11-15 21:20:58,2025-11-21 15:20:58,Fragile,0.27,0.75,large
ORD015911,PROD004,ITEM015911,Lucknow_Center,Chennai_Distribution,2025-10-07 21:20:58,2025-10-13 05:20:58,Normal,0.12,0.66,medium
ORD015912,PROD010,ITEM015912,Kolkata_Center,Delhi_DC,2025-10-13 21:20:58,2025-10-19 21:20:58,Fragile,4.49,12.27,small
ORD015913,PROD002,ITEM015913,Kanpur_WH,Lucknow_Center,2025-10-26 21:20:58,2025-10-28 20:20:58,Normal,0.89,3.44,small
ORD015914,PROD014,ITEM015914,Lucknow_Center,Hyderabad_WH,2025-10-29 21:20:58,2025-11-02 07:20:58,Hazardous,1.17,2.84,medium
ORD015915,PROD009,ITEM015915,Patna_WH,Nagpur_Distribution,2025-09-30 21:20:58,2025-10-07 12:20:58,Normal,6.08,23.4,small
ORD015916,PROD011,ITEM015916,Ahmedabad_DC,Vadodara_Center,2025-11-06 21:20:58,2025-11-09 13:20:58,Fragile,0.05,0.34,small
ORD015917,PROD011,ITEM015917,Hyderabad_WH,Ahmedabad_DC,2025-10-08 21:20:58,2025-10-15 02:20:58,Perishable,0.15,0.33,small
ORD015918,PROD013,ITEM015918,Surat_Hub,Lucknow_Center,2025-10-15 21:20:58,2025-10-22 10:20:58,Normal,1.14,8.93,small
ORD015919,PROD003,ITEM015919,Chandigarh_Facility,Mumbai_Warehouse,2025-10-06 21:20:58,2025-10-12 19:20:58,Hazardous,0.57,1.73,medium
ORD015920,PROD005,ITEM015920,Patna_WH,Nagpur_Distribution,2025-09-19 21:20:58,2025-09-21 18:20:58,Perishable,0.04,0.33,small
ORD015921,PROD009,ITEM015921,Chennai_Distribution,Surat_Hub,2025-10-07 21:20:58,2025-10-14 04:20:58,Fragile,15.33,34.83,medium
ORD015922,PROD010,ITEM015922,Vadodara_Center,Ahmedabad_DC,2025-11-13 21:20:58,2025-11-20 08:20:58,Perishable,8.27,23.68,medium
ORD015923,PROD014,ITEM015923,Ranchi_Distribution,Amritsar_DC,2025-10-04 21:20:58,2025-10-11 12:20:58,Hazardous,0.77,1.82,large
ORD015924,PROD012,ITEM015924,Surat_Hub,Kanpur_WH,2025-10-31 21:20:58,2025-11-04 12:20:58,Perishable,0.36,2.4,large
ORD015925,PROD015,ITEM015925,Mumbai_Warehouse,Lucknow_Center,2025-09-28 21:20:58,2025-10-01 22:20:58,Fragile,0.1,0.27,large
ORD015926,PROD005,ITEM015926,Indore_Facility,Ranchi_Distribution,2025-09-27 21:20:58,2025-10-04 12:20:58,Hazardous,0.04,0.2,small
ORD015927,PROD001,ITEM015927,Bangalore_Hub,Nagpur_Distribution,2025-09-18 21:20:58,2025-09-21 03:20:58,Fragile,0.54,1.37,large
ORD015928,PROD011,ITEM015928,Hyderabad_WH,Patna_WH,2025-10-10 21:20:58,2025-10-13 10:20:58,Hazardous,0.22,0.92,small
ORD015929,PROD003,ITEM015929,Bangalore_Hub,Patna_WH,2025-10-15 21:20:58,2025-10-19 00:20:58,Perishable,1.15,2.4,medium
ORD015930,PROD003,ITEM015930,Ranchi_Distribution,Jaipur_Hub,2025-09-19 21:20:58,2025-09-24 00:20:58,Normal,0.61,1.47,medium
ORD015931,PROD008,ITEM015931,Bhopal_DC,Chennai_Distribution,2025-11-13 21:20:58,2025-11-18 01:20:58,Normal,0.93,4.96,medium
ORD015932,PROD004,ITEM015932,Kanpur_WH,Hyderabad_WH,2025-10-14 21:20:58,2025-10-16 00:20:58,Fragile,0.07,0.39,medium
ORD015933,PROD006,ITEM015933,Bhopal_DC,Kanpur_WH,2025-09-25 21:20:58,2025-09-30 05:20:58,Normal,0.22,1.47,large
ORD015934,PROD006,ITEM015934,Ahmedabad_DC,Surat_Hub,2025-10-09 21:20:58,2025-10-11 09:20:58,Perishable,0.23,0.74,medium
ORD015935,PROD010,ITEM015935,Ranchi_Distribution,Amritsar_DC,2025-10-26 21:20:58,2025-10-31 08:20:58,Perishable,1.1,7.01,medium
ORD015936,PROD001,ITEM015936,Bangalore_Hub,Chandigarh_Facility,2025-10-08 21:20:58,2025-10-14 22:20:58,Hazardous,0.15,0.98,medium
ORD015937,PROD013,ITEM015937,Bangalore_Hub,Kanpur_WH,2025-10-17 21:20:58,2025-10-21 22:20:58,Fragile,1.25,4.8,small
ORD015938,PROD002,ITEM015938,Hyderabad_WH,Delhi_DC,2025-11-05 21:20:58,2025-11-11 14:20:58,Perishable,0.57,1.61,large
ORD015939,PROD014,ITEM015939,Surat_Hub,Chandigarh_Facility,2025-10-08 21:20:58,2025-10-13 07:20:58,Perishable,0.2,1.59,small
ORD015940,PROD003,ITEM015940,Kanpur_WH,Vadodara_Center,2025-11-15 21:20:58,2025-11-19 22:20:58,Perishable,0.22,1.45,large
ORD015941,PROD001,ITEM015941,Amritsar_DC,Chandigarh_Facility,2025-10-03 21:20:58,2025-10-06 23:20:58,Normal,0.51,1.12,medium
ORD015942,PROD002,ITEM015942,Chandigarh_Facility,Lucknow_Center,2025-11-02 21:20:58,2025-11-07 12:20:58,Perishable,1.41,3.78,medium
ORD015943,PROD007,ITEM015943,Nagpur_Distribution,Pune_Facility,2025-11-06 21:20:58,2025-11-09 04:20:58,Normal,1.08,2.79,medium
ORD015944,PROD002,ITEM015944,Nagpur_Distribution,Surat_Hub,2025-10-17 21:20:58,2025-10-19 09:20:58,Fragile,1.78,5.34,medium
ORD015945,PROD013,ITEM015945,Lucknow_Center,Patna_WH,2025-09-30 21:20:58,2025-10-06 00:20:58,Hazardous,1.51,7.59,large
ORD015946,PROD010,ITEM015946,Chandigarh_Facility,Lucknow_Center,2025-10-08 21:20:58,2025-10-11 21:20:58,Hazardous,8.18,20.97,large
ORD015947,PROD002,ITEM015947,Delhi_DC,Nagpur_Distribution,2025-10-07 21:20:58,2025-10-12 23:20:58,Hazardous,1.57,7.0,small
ORD015948,PROD007,ITEM015948,Vadodara_Center,Indore_Facility,2025-11-07 21:20:58,2025-11-14 14:20:58,Normal,4.31,11.95,medium
ORD015949,PROD009,ITEM015949,Lucknow_Center,Chennai_Distribution,2025-10-06 21:20:58,2025-10-12 02:20:58,Perishable,4.87,13.36,medium
ORD015950,PROD009,ITEM015950,Bangalore_Hub,Surat_Hub,2025-10-04 21:20:58,2025-10-10 05:20:58,Normal,8.02,18.16,small
ORD015951,PROD014,ITEM015951,Nagpur_Distribution,Jaipur_Hub,2025-11-09 21:20:58,2025-11-13 06:20:58,Hazardous,0.19,1.04,medium
ORD015952,PROD010,ITEM015952,Ahmedabad_DC,Vadodara_Center,2025-10-18 21:20:58,2025-10-21 00:20:58,Fragile,2.08,10.86,large
ORD015953,PROD015,ITEM015953,Chandigarh_Facility,Delhi_DC,2025-09-23 21:20:58,2025-09-30 01:20:58,Fragile,0.05,0.49,medium
ORD015954,PROD007,ITEM015954,Hyderabad_WH,Bangalore_Hub,2025-09-29 21:20:58,2025-10-06 17:20:58,Fragile,3.59,10.81,medium
ORD015955,PROD010,ITEM015955,Surat_Hub,Vadodara_Center,2025-09-28 21:20:58,2025-10-03 11:20:58,Perishable,4.93,11.7,medium
ORD015956,PROD001,ITEM015956,Indore_Facility,Jaipur_Hub,2025-11-01 21:20:58,2025-11-06 04:20:58,Fragile,0.09,0.49,medium
ORD015957,PROD008,ITEM015957,Jaipur_Hub,Indore_Facility,2025-10-31 21:20:58,2025-11-04 16:20:58,Perishable,0.41,3.96,large
ORD015958,PROD005,ITEM015958,Chennai_Distribution,Kanpur_WH,2025-10-05 21:20:58,2025-10-12 12:20:58,Normal,0.04,0.3,large
ORD015959,PROD012,ITEM015959,Ahmedabad_DC,Surat_Hub,2025-10-26 21:20:58,2025-10-30 14:20:58,Perishable,0.38,2.54,small
ORD015960,PROD012,ITEM015960,Jaipur_Hub,Patna_WH,2025-11-15 21:20:58,2025-11-17 08:20:58,Perishable,1.1,2.6,large
ORD015961,PROD011,ITEM015961,Hyderabad_WH,Lucknow_Center,2025-09-23 21:20:58,2025-09-27 09:20:58,Perishable,0.38,1.01,medium
ORD015962,PROD004,ITEM015962,Vadodara_Center,Amritsar_DC,2025-10-11 21:20:58,2025-10-14 04:20:58,Fragile,0.04,0.28,large
ORD015963,PROD002,ITEM015963,Ahmedabad_DC,Bhopal_DC,2025-10-28 21:20:58,2025-11-03 09:20:58,Perishable,0.78,4.13,large
ORD015964,PROD015,ITEM015964,Ranchi_Distribution,Vadodara_Center,2025-10-13 21:20:58,2025-10-19 12:20:58,Normal,0.35,0.84,small
ORD015965,PROD009,ITEM015965,Amritsar_DC,Chennai_Distribution,2025-11-09 21:20:58,2025-11-14 05:20:58,Hazardous,3.69,22.37,small
ORD015966,PROD002,ITEM015966,Kanpur_WH,Indore_Facility,2025-11-08 21:20:58,2025-11-11 00:20:58,Normal,1.48,5.71,large
ORD015967,PROD004,ITEM015967,Bhopal_DC,Vadodara_Center,2025-10-20 21:20:58,2025-10-22 22:20:58,Hazardous,0.28,0.61,medium
ORD015968,PROD010,ITEM015968,Nagpur_Distribution,Bhopal_DC,2025-10-17 21:20:58,2025-10-23 14:20:58,Fragile,1.91,17.24,small
ORD015969,PROD001,ITEM015969,Delhi_DC,Hyderabad_WH,2025-10-01 21:20:58,2025-10-07 17:20:58,Hazardous,0.12,0.37,small
ORD015970,PROD006,ITEM015970,Ahmedabad_DC,Lucknow_Center,2025-10-13 21:20:58,2025-10-17 14:20:58,Perishable,0.48,1.62,large
ORD015971,PROD007,ITEM015971,Ranchi_Distribution,Pune_Facility,2025-11-17 21:20:58,2025-11-24 07:20:58,Perishable,2.28,4.75,medium
ORD015972,PROD011,ITEM015972,Mumbai_Warehouse,Delhi_DC,2025-09-21 21:20:58,2025-09-27 04:20:58,Normal,0.18,1.09,small
ORD015973,PROD007,ITEM015973,Jaipur_Hub,Bhopal_DC,2025-11-04 21:20:58,2025-11-10 18:20:58,Perishable,5.6,12.84,small
ORD015974,PROD006,ITEM015974,Nagpur_Distribution,Mumbai_Warehouse,2025-09-28 21:20:58,2025-10-03 03:20:58,Hazardous,0.21,0.45,medium
ORD015975,PROD004,ITEM015975,Bangalore_Hub,Mumbai_Warehouse,2025-11-05 21:20:58,2025-11-11 22:20:58,Normal,0.38,0.87,small
ORD015976,PROD015,ITEM015976,Jaipur_Hub,Delhi_DC,2025-09-18 21:20:58,2025-09-20 12:20:58,Hazardous,0.17,0.36,large
ORD015977,PROD003,ITEM015977,Ranchi_Distribution,Hyderabad_WH,2025-11-16 21:20:58,2025-11-19 14:20:58,Perishable,0.21,1.3,medium
ORD015978,PROD002,ITEM015978,Patna_WH,Delhi_DC,2025-11-10 21:20:58,2025-11-16 19:20:58,Perishable,2.44,7.31,medium
ORD015979,PROD003,ITEM015979,Kolkata_Center,Bangalore_Hub,2025-11-16 21:20:58,2025-11-21 19:20:58,Perishable,0.49,1.68,small
ORD015980,PROD015,ITEM015980,Chandigarh_Facility,Delhi_DC,2025-10-10 21:20:58,2025-10-12 06:20:58,Normal,0.1,0.39,large
ORD015981,PROD004,ITEM015981,Patna_WH,Amritsar_DC,2025-10-20 21:20:58,2025-10-22 00:20:58,Fragile,0.18,0.68,large
ORD015982,PROD015,ITEM015982,Patna_WH,Surat_Hub,2025-11-03 21:20:58,2025-11-09 06:20:58,Normal,0.08,0.35,large
ORD015983,PROD007,ITEM015983,Surat_Hub,Delhi_DC,2025-10-17 21:20:58,2025-10-22 08:20:58,Hazardous,3.03,6.67,small
ORD015984,PROD004,ITEM015984,Surat_Hub,Chandigarh_Facility,2025-10-13 21:20:58,2025-10-15 12:20:58,Hazardous,0.14,0.62,medium
ORD015985,PROD014,ITEM015985,Mumbai_Warehouse,Bangalore_Hub,2025-09-27 21:20:58,2025-09-30 20:20:58,Perishable,0.81,2.02,medium
ORD015986,PROD002,ITEM015986,Chandigarh_Facility,Delhi_DC,2025-10-02 21:20:58,2025-10-05 15:20:58,Perishable,2.05,4.88,medium
ORD015987,PROD012,ITEM015987,Bangalore_Hub,Bhopal_DC,2025-10-28 21:20:58,2025-11-02 02:20:58,Normal,0.62,3.15,medium
ORD015988,PROD005,ITEM015988,Pune_Facility,Ranchi_Distribution,2025-11-06 21:20:58,2025-11-11 12:20:58,Hazardous,0.25,0.67,medium
ORD015989,PROD015,ITEM015989,Hyderabad_WH,Bhopal_DC,2025-11-16 21:20:58,2025-11-22 20:20:58,Fragile,0.31,0.81,small
ORD015990,PROD015,ITEM015990,Ranchi_Distribution,Vadodara_Center,2025-10-17 21:20:58,2025-10-22 18:20:58,Hazardous,0.17,0.49,small
ORD015991,PROD001,ITEM015991,Bhopal_DC,Surat_Hub,2025-10-31 21:20:58,2025-11-05 10:20:58,Hazardous,0.46,1.33,medium
ORD015992,PROD004,ITEM015992,Indore_Facility,Surat_Hub,2025-10-01 21:20:58,2025-10-07 09:20:58,Normal,0.21,0.68,medium
ORD015993,PROD015,ITEM015993,Ranchi_Distribution,Bhopal_DC,2025-10-04 21:20:58,2025-10-08 04:20:58,Normal,0.16,0.53,small
ORD015994,PROD009,ITEM015994,Chennai_Distribution,Ahmedabad_DC,2025-10-23 21:20:58,2025-10-25 06:20:58,Hazardous,5.63,16.42,large
ORD015995,PROD014,ITEM015995,Jaipur_Hub,Pune_Facility,2025-10-18 21:20:58,2025-10-24 08:20:58,Perishable,0.4,1.58,large
ORD015996,PROD003,ITEM015996,Surat_Hub,Hyderabad_WH,2025-10-09 21:20:58,2025-10-15 04:20:58,Hazardous,0.38,1.03,large
ORD015997,PROD009,ITEM015997,Ranchi_Distribution,Bhopal_DC,2025-10-03 21:20:58,2025-10-08 22:20:58,Fragile,4.8,21.9,small
ORD015998,PROD015,ITEM015998,Bangalore_Hub,Ahmedabad_DC,2025-10-29 21:20:58,2025-10-31 09:20:58,Hazardous,0.07,0.34,medium
ORD015999,PROD002,ITEM015999,Nagpur_Distribution,Patna_WH,2025-10-29 21:20:58,2025-10-31 04:20:58,Fragile,1.84,5.95,large
ORD016000,PROD005,ITEM016000,Bhopal_DC,Chandigarh_Facility,2025-10-07 21:20:58,2025-10-10 22:20:58,Normal,0.32,1.15,small
ORD016001,PROD015,ITEM016001,Bangalore_Hub,Bhopal_DC,2025-11-01 21:20:58,2025-11-05 12:20:58,Fragile,0.17,0.39,small
ORD016002,PROD005,ITEM016002,Jaipur_Hub,Bangalore_Hub,2025-10-19 21:20:58,2025-10-25 10:20:58,Normal,0.09,0.42,large
ORD016003,PROD007,ITEM016003,Ranchi_Distribution,Kolkata_Center,2025-10-06 21:20:58,2025-10-13 12:20:58,Hazardous,1.82,4.46,small
ORD016004,PROD013,ITEM016004,Jaipur_Hub,Kolkata_Center,2025-09-18 21:20:58,2025-09-19 22:20:58,Fragile,1.06,6.63,large
ORD016005,PROD013,ITEM016005,Chennai_Distribution,Lucknow_Center,2025-10-14 21:20:58,2025-10-17 02:20:58,Hazardous,4.27,8.61,small
ORD016006,PROD003,ITEM016006,Ahmedabad_DC,Pune_Facility,2025-10-13 21:20:58,2025-10-20 03:20:58,Perishable,0.43,2.3,large
ORD016007,PROD006,ITEM016007,Patna_WH,Amritsar_DC,2025-09-26 21:20:58,2025-10-02 19:20:58,Normal,0.16,0.42,medium
ORD016008,PROD006,ITEM016008,Chandigarh_Facility,Pune_Facility,2025-10-22 21:20:58,2025-10-25 13:20:58,Normal,0.43,1.13,large
ORD016009,PROD003,ITEM016009,Bangalore_Hub,Lucknow_Center,2025-10-27 21:20:58,2025-10-30 02:20:58,Hazardous,0.53,1.13,small
ORD016010,PROD014,ITEM016010,Jaipur_Hub,Hyderabad_WH,2025-09-29 21:20:58,2025-10-03 23:20:58,Fragile,0.64,1.6,large
ORD016011,PROD010,ITEM016011,Nagpur_Distribution,Bhopal_DC,2025-09-29 21:20:58,2025-10-02 07:20:58,Perishable,6.2,12.47,large
ORD016012,PROD001,ITEM016012,Mumbai_Warehouse,Chennai_Distribution,2025-10-15 21:20:58,2025-10-20 03:20:58,Fragile,0.08,0.28,small
ORD016013,PROD015,ITEM016013,Mumbai_Warehouse,Kanpur_WH,2025-11-04 21:20:58,2025-11-09 12:20:58,Hazardous,0.25,0.65,small
ORD016014,PROD004,ITEM016014,Indore_Facility,Nagpur_Distribution,2025-09-20 21:20:58,2025-09-26 02:20:58,Fragile,0.16,0.5,small
ORD016015,PROD014,ITEM016015,Amritsar_DC,Surat_Hub,2025-09-24 21:20:58,2025-10-01 08:20:58,Perishable,0.55,2.78,medium
ORD016016,PROD012,ITEM016016,Indore_Facility,Chennai_Distribution,2025-10-30 21:20:58,2025-11-01 09:20:58,Perishable,1.21,2.97,small
ORD016017,PROD006,ITEM016017,Ranchi_Distribution,Hyderabad_WH,2025-09-23 21:20:58,2025-09-25 19:20:58,Hazardous,0.25,0.56,large
ORD016018,PROD006,ITEM016018,Bangalore_Hub,Jaipur_Hub,2025-10-04 21:20:58,2025-10-06 09:20:58,Perishable,0.31,0.72,large
ORD016019,PROD009,ITEM016019,Lucknow_Center,Delhi_DC,2025-11-04 21:20:58,2025-11-06 08:20:58,Normal,3.56,26.35,small
ORD016020,PROD015,ITEM016020,Pune_Facility,Hyderabad_WH,2025-09-21 21:20:58,2025-09-25 22:20:58,Normal,0.31,0.69,large
ORD016021,PROD010,ITEM016021,Amritsar_DC,Lucknow_Center,2025-10-31 21:20:58,2025-11-03 18:20:58,Hazardous,4.87,17.59,medium
ORD016022,PROD003,ITEM016022,Chandigarh_Facility,Lucknow_Center,2025-11-16 21:20:58,2025-11-21 12:20:58,Perishable,0.67,1.9,small
ORD016023,PROD002,ITEM016023,Ranchi_Distribution,Lucknow_Center,2025-10-22 21:20:58,2025-10-25 15:20:58,Hazardous,0.41,1.5,large
ORD016024,PROD015,ITEM016024,Indore_Facility,Chennai_Distribution,2025-10-04 21:20:58,2025-10-11 07:20:58,Normal,0.11,0.81,large
ORD016025,PROD003,ITEM016025,Surat_Hub,Lucknow_Center,2025-09-27 21:20:58,2025-09-30 00:20:58,Hazardous,0.14,0.41,small
ORD016026,PROD015,ITEM016026,Bhopal_DC,Lucknow_Center,2025-09-25 21:20:58,2025-09-29 20:20:58,Normal,0.08,0.18,small
ORD016027,PROD007,ITEM016027,Amritsar_DC,Jaipur_Hub,2025-10-18 21:20:58,2025-10-23 23:20:58,Hazardous,2.65,10.29,small
ORD016028,PROD013,ITEM016028,Delhi_DC,Lucknow_Center,2025-11-17 21:20:58,2025-11-24 05:20:58,Hazardous,0.2,1.54,medium
ORD016029,PROD012,ITEM016029,Jaipur_Hub,Lucknow_Center,2025-11-06 21:20:58,2025-11-10 07:20:58,Hazardous,0.41,1.16,small
ORD016030,PROD005,ITEM016030,Pune_Facility,Hyderabad_WH,2025-11-04 21:20:58,2025-11-06 01:20:58,Fragile,0.21,1.17,medium
ORD016031,PROD002,ITEM016031,Ranchi_Distribution,Jaipur_Hub,2025-11-01 21:20:58,2025-11-03 13:20:58,Perishable,1.16,6.5,large
ORD016032,PROD001,ITEM016032,Ranchi_Distribution,Pune_Facility,2025-09-25 21:20:58,2025-09-27 02:20:58,Perishable,0.23,0.53,medium
ORD016033,PROD014,ITEM016033,Chandigarh_Facility,Bangalore_Hub,2025-09-28 21:20:58,2025-09-29 22:20:58,Fragile,0.77,2.5,small
ORD016034,PROD007,ITEM016034,Jaipur_Hub,Ahmedabad_DC,2025-10-21 21:20:58,2025-10-24 03:20:58,Normal,4.71,13.19,small
ORD016035,PROD002,ITEM016035,Nagpur_Distribution,Surat_Hub,2025-09-23 21:20:58,2025-09-25 21:20:58,Fragile,2.02,4.08,small
ORD016036,PROD005,ITEM016036,Amritsar_DC,Bangalore_Hub,2025-10-24 21:20:58,2025-10-31 18:20:58,Hazardous,0.1,0.85,small
ORD016037,PROD010,ITEM016037,Vadodara_Center,Jaipur_Hub,2025-10-05 21:20:58,2025-10-09 14:20:58,Normal,2.96,6.29,medium
ORD016038,PROD006,ITEM016038,Bangalore_Hub,Surat_Hub,2025-09-25 21:20:58,2025-09-29 21:20:58,Hazardous,0.09,0.31,small
ORD016039,PROD010,ITEM016039,Lucknow_Center,Jaipur_Hub,2025-09-18 21:20:58,2025-09-22 02:20:58,Fragile,0.9,8.58,large
ORD016040,PROD011,ITEM016040,Pune_Facility,Kolkata_Center,2025-09-18 21:20:58,2025-09-20 20:20:58,Hazardous,0.32,0.8,medium
ORD016041,PROD014,ITEM016041,Hyderabad_WH,Kanpur_WH,2025-09-25 21:20:58,2025-09-27 06:20:58,Fragile,0.21,1.65,large
ORD016042,PROD001,ITEM016042,Surat_Hub,Bhopal_DC,2025-09-29 21:20:58,2025-10-04 15:20:58,Perishable,0.41,1.2,small
ORD016043,PROD010,ITEM016043,Nagpur_Distribution,Vadodara_Center,2025-11-10 21:20:58,2025-11-13 14:20:58,Normal,3.48,21.7,medium
ORD016044,PROD015,ITEM016044,Lucknow_Center,Jaipur_Hub,2025-10-23 21:20:58,2025-10-25 02:20:58,Perishable,0.09,0.4,large
ORD016045,PROD009,ITEM016045,Hyderabad_WH,Indore_Facility,2025-11-14 21:20:58,2025-11-21 16:20:58,Fragile,9.52,41.15,medium
ORD016046,PROD010,ITEM016046,Bhopal_DC,Ranchi_Distribution,2025-09-28 21:20:58,2025-10-05 01:20:58,Hazardous,2.79,6.6,large
ORD016047,PROD003,ITEM016047,Ranchi_Distribution,Mumbai_Warehouse,2025-11-10 21:20:58,2025-11-14 05:20:58,Normal,0.53,1.63,large
ORD016048,PROD014,ITEM016048,Delhi_DC,Kanpur_WH,2025-10-15 21:20:58,2025-10-21 16:20:58,Fragile,0.52,2.21,small
ORD016049,PROD012,ITEM016049,Lucknow_Center,Vadodara_Center,2025-10-25 21:20:58,2025-10-30 05:20:58,Fragile,1.01,2.75,medium
ORD016050,PROD013,ITEM016050,Ahmedabad_DC,Delhi_DC,2025-11-02 21:20:58,2025-11-04 03:20:58,Fragile,0.75,2.38,small
ORD016051,PROD002,ITEM016051,Surat_Hub,Bhopal_DC,2025-09-22 21:20:58,2025-09-29 07:20:58,Hazardous,0.59,4.03,large
ORD016052,PROD005,ITEM016052,Indore_Facility,Surat_Hub,2025-10-24 21:20:58,2025-10-30 09:20:58,Normal,0.23,0.67,large
ORD016053,PROD013,ITEM016053,Pune_Facility,Chandigarh_Facility,2025-11-16 21:20:58,2025-11-18 13:20:58,Normal,1.05,2.13,large
ORD016054,PROD010,ITEM016054,Jaipur_Hub,Chennai_Distribution,2025-11-06 21:20:58,2025-11-11 21:20:58,Fragile,8.22,16.87,medium
ORD016055,PROD011,ITEM016055,Vadodara_Center,Nagpur_Distribution,2025-10-22 21:20:58,2025-10-24 01:20:58,Normal,0.23,1.21,large
ORD016056,PROD003,ITEM016056,Vadodara_Center,Ahmedabad_DC,2025-10-18 21:20:58,2025-10-25 02:20:58,Hazardous,0.32,2.11,small
